win_id,archetype,roi_id,rater,method,n_manual,n_obj,n_obj_unkept,n_obj_in_excl,tp,tp_points,recall,precision,ghost_frac,density_obj_net,median_cost_um,frac_inside_mask
A2_w4,A2,r5,model:deepseek_flash_think,cellpose_rgb,250,94,0,0,45,46,0.184,0.4787234042553192,0.5212765957446808,6540.7276183288195,0.0,0.9565217391304348
A2_w4,A2,r5,model:deepseek_flash_think,stardist_he,250,61,0,0,32,34,0.136,0.5245901639344263,0.47540983606557374,4244.51473104317,0.0,0.9705882352941176
A2_w4,A2,r5,model:deepseek_flash_think,spaceranger,250,110,0,0,55,59,0.236,0.5,0.5,7654.042957618832,0.0,0.8983050847457628
A3_w1,A3,r1,model:deepseek_flash_think,cellpose_rgb,91,58,0,0,5,5,0.054945054945054944,0.08620689655172414,0.9137931034482758,2578.180431567611,0.0,0.8
A3_w1,A3,r1,model:deepseek_flash_think,stardist_he,91,38,0,0,3,3,0.03296703296703297,0.07894736842105263,0.9210526315789473,1689.1526965442968,0.0,1.0
A3_w1,A3,r1,model:deepseek_flash_think,spaceranger,91,61,0,0,4,4,0.04395604395604396,0.06557377049180328,0.9344262295081968,2711.534591821108,0.0,1.0
A3_w2,A3,r3,model:deepseek_flash_think,cellpose_rgb,28,81,0,0,12,12,0.42857142857142855,0.14814814814814814,0.8518518518518519,3600.562326844422,0.0,0.9166666666666666
A3_w2,A3,r3,model:deepseek_flash_think,stardist_he,28,44,0,0,5,5,0.17857142857142858,0.11363636363636363,0.8863636363636364,1955.861017051291,0.0,1.0
A3_w2,A3,r3,model:deepseek_flash_think,spaceranger,28,53,0,0,7,7,0.25,0.1320754716981132,0.8679245283018868,2355.923497811782,0.0,0.7142857142857143
A3_w3,A3,r4,model:deepseek_flash_think,cellpose_rgb,185,85,1,0,27,27,0.14594594594594595,0.3176470588235294,0.6823529411764706,3778.367873849085,0.0,0.9259259259259259
A3_w3,A3,r4,model:deepseek_flash_think,stardist_he,185,59,0,0,19,19,0.10270270270270271,0.3220338983050847,0.6779661016949152,2622.6318183187764,0.0,0.9473684210526315
A3_w3,A3,r4,model:deepseek_flash_think,spaceranger,185,76,0,0,24,24,0.12972972972972974,0.3157894736842105,0.6842105263157895,3378.3053930885935,0.0,0.875
A3_w4,A3,r5,model:deepseek_flash_think,cellpose_rgb,42,19,0,0,2,2,0.047619047619047616,0.10526315789473684,0.8947368421052632,844.5763482721484,0.0,1.0
A3_w4,A3,r5,model:deepseek_flash_think,stardist_he,42,11,0,0,0,0,0.0,0.0,1.0,488.9652542628227,,
A3_w4,A3,r5,model:deepseek_flash_think,spaceranger,42,16,0,0,0,0,0.0,0.0,1.0,711.2221880186512,,
A4_w1,A4,f1,model:deepseek_flash_think,cellpose_rgb,98,62,0,0,44,45,0.45918367346938777,0.7096774193548387,0.29032258064516125,17247.088241788148,0.0,0.7333333333333333
A4_w1,A4,f1,model:deepseek_flash_think,stardist_he,98,46,0,0,33,34,0.3469387755102041,0.717391304347826,0.28260869565217395,12796.226760036367,0.0,0.7352941176470589
A4_w1,A4,f1,model:deepseek_flash_think,spaceranger,98,76,0,0,55,57,0.5816326530612245,0.7236842105263158,0.2763157894736842,21141.592038320952,0.0,0.8245614035087719
A4_w2,A4,p1,model:deepseek_flash_think,cellpose_rgb,253,100,0,0,98,106,0.4189723320158103,0.98,0.020000000000000018,27817.884260948624,0.0,0.7641509433962265
A4_w2,A4,p1,model:deepseek_flash_think,stardist_he,253,96,0,0,94,100,0.3952569169960474,0.9791666666666666,0.02083333333333337,26705.16889051068,0.0,0.8
A4_w2,A4,p1,model:deepseek_flash_think,spaceranger,253,119,2,0,116,128,0.5059288537549407,0.9747899159663865,0.025210084033613467,33103.28227052886,0.0,0.8203125
A4_w3,A4,p2,model:deepseek_flash_think,cellpose_rgb,193,98,1,0,94,99,0.5129533678756477,0.9591836734693877,0.04081632653061229,27261.52657572965,0.0,0.5959595959595959
A4_w3,A4,p2,model:deepseek_flash_think,stardist_he,193,86,0,0,84,86,0.44559585492227977,0.9767441860465116,0.023255813953488413,23923.380464415815,0.0,0.813953488372093
A4_w3,A4,p2,model:deepseek_flash_think,spaceranger,193,111,1,0,108,111,0.5751295336787565,0.972972972972973,0.027027027027026973,30877.851529652973,0.0,0.7657657657657657
A4_w4,A4,p3,model:deepseek_flash_think,cellpose_rgb,150,90,0,0,73,75,0.5,0.8111111111111111,0.18888888888888888,25036.09583485376,0.0,0.5866666666666667
A4_w4,A4,p3,model:deepseek_flash_think,stardist_he,150,86,0,0,69,70,0.4666666666666667,0.8023255813953488,0.19767441860465118,23923.380464415815,0.0,0.6857142857142857
A4_w4,A4,p3,model:deepseek_flash_think,spaceranger,150,111,1,0,93,95,0.6333333333333333,0.8378378378378378,0.16216216216216217,30877.851529652973,0.0,0.7052631578947368
A5_w1,A5,r1,model:deepseek_flash_think,cellpose_rgb,301,77,0,0,33,33,0.10963455149501661,0.42857142857142855,0.5714285714285714,1232.8928435335213,0.0,1.0
A5_w1,A5,r1,model:deepseek_flash_think,stardist_he,301,94,0,0,38,38,0.12624584717607973,0.40425531914893614,0.5957446808510638,1505.08996483313,0.0,1.0
A5_w1,A5,r1,model:deepseek_flash_think,spaceranger,301,72,0,0,26,26,0.08637873754152824,0.3611111111111111,0.6388888888888888,1152.8348666806953,0.0,0.9615384615384616
A5_w2,A5,r2,model:deepseek_flash_think,cellpose_rgb,98,50,0,0,7,7,0.07142857142857142,0.14,0.86,800.5797685282606,0.0,1.0
A5_w2,A5,r2,model:deepseek_flash_think,stardist_he,98,62,0,0,7,7,0.07142857142857142,0.11290322580645161,0.8870967741935484,992.7189129750432,0.0,1.0
A5_w2,A5,r2,model:deepseek_flash_think,spaceranger,98,37,0,0,4,4,0.04081632653061224,0.10810810810810811,0.8918918918918919,592.4290287109129,0.0,1.0
A5_w3,A5,r3,model:deepseek_flash_think,cellpose_rgb,139,42,0,0,9,9,0.06474820143884892,0.21428571428571427,0.7857142857142857,672.4870055637389,0.0,1.0
A5_w3,A5,r3,model:deepseek_flash_think,stardist_he,139,45,0,0,7,7,0.050359712230215826,0.15555555555555556,0.8444444444444444,720.5217916754345,0.0,1.0
A5_w3,A5,r3,model:deepseek_flash_think,spaceranger,139,11,0,0,3,3,0.02158273381294964,0.2727272727272727,0.7272727272727273,176.12754907621735,0.0,1.0
A5_w4,A5,r5,model:deepseek_flash_think,cellpose_rgb,194,84,0,0,25,25,0.12886597938144329,0.2976190476190476,0.7023809523809523,1344.9740111274778,0.0,1.0
A5_w4,A5,r5,model:deepseek_flash_think,stardist_he,194,106,0,0,22,22,0.1134020618556701,0.20754716981132076,0.7924528301886793,1697.2291092799126,0.0,1.0
A5_w4,A5,r5,model:deepseek_flash_think,spaceranger,194,82,0,0,19,19,0.0979381443298969,0.23170731707317074,0.7682926829268293,1312.9508203863475,0.0,1.0
A6_w1,A6,r2,model:deepseek_flash_think,cellpose_rgb,107,29,0,0,1,1,0.009345794392523364,0.034482758620689655,0.9655172413793104,464.03773528836984,0.0,1.0
A6_w1,A6,r2,model:deepseek_flash_think,stardist_he,107,47,0,0,2,2,0.018691588785046728,0.0425531914893617,0.9574468085106383,752.061157191496,1.2937106275916255,0.5
A6_w1,A6,r2,model:deepseek_flash_think,spaceranger,107,58,0,0,4,4,0.037383177570093455,0.06896551724137931,0.9310344827586207,928.0754705767397,0.0,1.0
A6_w2,A6,r3,model:deepseek_flash_think,cellpose_rgb,146,14,4,0,2,2,0.0136986301369863,0.14285714285714285,0.8571428571428572,224.01821703576476,0.0,1.0
A6_w2,A6,r3,model:deepseek_flash_think,stardist_he,146,56,0,0,1,1,0.00684931506849315,0.017857142857142856,0.9821428571428571,896.072868143059,2.41296708779494,0.0
A6_w2,A6,r3,model:deepseek_flash_think,spaceranger,146,67,1,0,1,1,0.00684931506849315,0.014925373134328358,0.9850746268656716,1072.0871815283028,1.8742467332009187,0.0
A6_w3,A6,r4,model:deepseek_flash_think,cellpose_rgb,0,23,0,0,0,0,,0.0,1.0,368.0299279873278,,
A6_w3,A6,r4,model:deepseek_flash_think,stardist_he,0,66,0,0,0,0,,0.0,1.0,1056.0858803114625,,
A6_w3,A6,r4,model:deepseek_flash_think,spaceranger,0,70,0,0,0,0,,0.0,1.0,1120.0910851788237,,
A6_w4,A6,r5,model:deepseek_flash_think,cellpose_rgb,256,58,0,0,5,5,0.01953125,0.08620689655172414,0.9137931034482758,928.0754705767397,0.0,1.0
A6_w4,A6,r5,model:deepseek_flash_think,stardist_he,256,55,0,0,7,7,0.02734375,0.12727272727272726,0.8727272727272728,880.0715669262187,0.0,1.0
A6_w4,A6,r5,model:deepseek_flash_think,spaceranger,256,70,0,0,8,8,0.03125,0.11428571428571428,0.8857142857142857,1120.0910851788237,0.0,0.75
A1_w1,A1,r1,model:gpt6_astra,cellpose_rgb,145,154,2,0,115,115,0.7931034482758621,0.7467532467532467,0.2532467532467533,15423.785864831285,0.0,0.8434782608695652
A1_w1,A1,r1,model:gpt6_astra,stardist_he,145,86,0,0,74,75,0.5172413793103449,0.8604651162790697,0.13953488372093026,8613.283015425262,0.0,0.9066666666666666
A1_w2,A1,r2,model:gpt6_astra,cellpose_rgb,145,92,0,0,68,68,0.4689655172413793,0.7391304347826086,0.26086956521739135,9214.209737431676,0.0,0.7794117647058824
A1_w2,A1,r2,model:gpt6_astra,stardist_he,145,38,0,0,30,30,0.20689655172413793,0.7894736842105263,0.21052631578947367,3805.8692393739534,0.0,0.8666666666666667
A1_w3,A1,r3,model:gpt6_astra,cellpose_rgb,183,147,5,0,111,113,0.6174863387978142,0.7551020408163265,0.24489795918367352,14722.704689157135,0.0,0.8584070796460177
A1_w3,A1,r3,model:gpt6_astra,stardist_he,183,64,0,0,51,51,0.2786885245901639,0.796875,0.203125,6409.885034735079,0.0,0.9019607843137255
A1_w4,A1,r4,model:gpt6_astra,cellpose_rgb,166,99,1,0,84,86,0.5180722891566265,0.8484848484848485,0.1515151515151515,9915.290913105826,0.0,0.7325581395348837
A1_w4,A1,r4,model:gpt6_astra,stardist_he,166,38,0,0,32,33,0.19879518072289157,0.8421052631578947,0.1578947368421053,3805.8692393739534,0.0,0.9393939393939394
A2_w1,A2,r2,model:gpt6_astra,cellpose_rgb,155,115,0,0,64,67,0.432258064516129,0.5565217391304348,0.4434782608695652,8001.954001146961,0.0,0.8955223880597015
A2_w1,A2,r2,model:gpt6_astra,stardist_he,155,31,0,0,26,27,0.17419354838709677,0.8387096774193549,0.16129032258064513,2157.048469874398,0.0,1.0
A2_w1,A2,r2,model:gpt6_astra,spaceranger,155,86,0,0,52,54,0.34838709677419355,0.6046511627906976,0.39534883720930236,5984.069948683814,0.0,0.9444444444444444
A2_w2,A2,r3,model:gpt6_astra,cellpose_rgb,135,129,1,0,91,93,0.6888888888888889,0.7054263565891473,0.2945736434108527,8976.104923025721,0.0,0.967741935483871
A2_w2,A2,r3,model:gpt6_astra,stardist_he,135,88,0,0,63,64,0.4740740740740741,0.7159090909090909,0.28409090909090906,6123.2343660950655,0.0,0.96875
A2_w2,A2,r3,model:gpt6_astra,spaceranger,135,139,0,0,90,90,0.6666666666666666,0.6474820143884892,0.3525179856115108,9671.927010081978,0.0,1.0
A2_w3,A2,r4,model:gpt6_astra,cellpose_rgb,159,99,0,0,70,70,0.44025157232704404,0.7070707070707071,0.29292929292929293,6888.638661856949,0.0,0.9571428571428572
A2_w3,A2,r4,model:gpt6_astra,stardist_he,159,49,0,0,32,32,0.20125786163522014,0.6530612244897959,0.34693877551020413,3409.5282265756614,0.0,0.9375
A2_w3,A2,r4,model:gpt6_astra,spaceranger,159,116,0,0,73,73,0.4591194968553459,0.6293103448275862,0.3706896551724138,8071.536209852587,0.0,0.9178082191780822
A2_w4,A2,r5,model:gpt6_astra,cellpose_rgb,133,94,0,0,74,79,0.5939849624060151,0.7872340425531915,0.21276595744680848,6540.7276183288195,0.0,0.9620253164556962
A2_w4,A2,r5,model:gpt6_astra,stardist_he,133,61,0,0,51,55,0.41353383458646614,0.8360655737704918,0.16393442622950816,4244.51473104317,0.0,0.9818181818181818
A2_w4,A2,r5,model:gpt6_astra,spaceranger,133,110,0,0,81,86,0.6466165413533834,0.7363636363636363,0.26363636363636367,7654.042957618832,0.0,0.9418604651162791
A3_w1,A3,r1,model:gpt6_astra,cellpose_rgb,83,58,0,0,49,49,0.5903614457831325,0.8448275862068966,0.15517241379310343,2578.180431567611,0.0,1.0
A3_w1,A3,r1,model:gpt6_astra,stardist_he,83,38,0,0,38,38,0.4578313253012048,1.0,0.0,1689.1526965442968,0.0,1.0
A3_w1,A3,r1,model:gpt6_astra,spaceranger,83,61,0,0,48,49,0.5903614457831325,0.7868852459016393,0.21311475409836067,2711.534591821108,0.0,0.9387755102040817
A3_w2,A3,r3,model:gpt6_astra,cellpose_rgb,121,81,0,0,50,50,0.4132231404958678,0.6172839506172839,0.3827160493827161,3600.562326844422,0.0,0.94
A3_w2,A3,r3,model:gpt6_astra,stardist_he,121,44,0,0,28,28,0.23140495867768596,0.6363636363636364,0.36363636363636365,1955.861017051291,0.0,0.9285714285714286
A3_w2,A3,r3,model:gpt6_astra,spaceranger,121,53,0,0,35,35,0.2892561983471074,0.660377358490566,0.339622641509434,2355.923497811782,0.0,0.9428571428571428
A3_w3,A3,r4,model:gpt6_astra,cellpose_rgb,170,85,1,0,65,65,0.38235294117647056,0.7647058823529411,0.23529411764705888,3778.367873849085,0.0,0.9384615384615385
A3_w3,A3,r4,model:gpt6_astra,stardist_he,170,59,0,0,44,44,0.25882352941176473,0.7457627118644068,0.2542372881355932,2622.6318183187764,0.0,0.9545454545454546
A3_w3,A3,r4,model:gpt6_astra,spaceranger,170,76,0,0,61,61,0.3588235294117647,0.8026315789473685,0.19736842105263153,3378.3053930885935,0.0,0.9180327868852459
A3_w4,A3,r5,model:gpt6_astra,cellpose_rgb,37,19,0,0,16,16,0.43243243243243246,0.8421052631578947,0.1578947368421053,844.5763482721484,0.0,1.0
A3_w4,A3,r5,model:gpt6_astra,stardist_he,37,11,0,0,11,11,0.2972972972972973,1.0,0.0,488.9652542628227,0.0,1.0
A3_w4,A3,r5,model:gpt6_astra,spaceranger,37,16,0,0,14,14,0.3783783783783784,0.875,0.125,711.2221880186512,0.0,0.9285714285714286
A4_w1,A4,f1,model:gpt6_astra,cellpose_rgb,80,62,0,0,57,60,0.75,0.9193548387096774,0.08064516129032262,17247.088241788148,0.0,0.95
A4_w1,A4,f1,model:gpt6_astra,stardist_he,80,46,0,0,43,46,0.575,0.9347826086956522,0.06521739130434778,12796.226760036367,0.0,0.9347826086956522
A4_w1,A4,f1,model:gpt6_astra,spaceranger,80,76,0,0,66,68,0.85,0.868421052631579,0.13157894736842102,21141.592038320952,0.0,0.9264705882352942
A4_w2,A4,p1,model:gpt6_astra,cellpose_rgb,123,100,0,0,95,99,0.8048780487804879,0.95,0.050000000000000044,27817.884260948624,0.0,0.8686868686868687
A4_w2,A4,p1,model:gpt6_astra,stardist_he,123,96,0,0,91,94,0.7642276422764228,0.9479166666666666,0.05208333333333337,26705.16889051068,0.0,0.925531914893617
A4_w2,A4,p1,model:gpt6_astra,spaceranger,123,119,2,0,105,111,0.9024390243902439,0.8823529411764706,0.11764705882352944,33103.28227052886,0.0,0.8828828828828829
A4_w3,A4,p2,model:gpt6_astra,cellpose_rgb,119,98,1,0,92,93,0.7815126050420168,0.9387755102040817,0.061224489795918324,27261.52657572965,0.0,0.956989247311828
A4_w3,A4,p2,model:gpt6_astra,stardist_he,119,86,0,0,83,84,0.7058823529411765,0.9651162790697675,0.03488372093023251,23923.380464415815,0.0,0.9761904761904762
A4_w3,A4,p2,model:gpt6_astra,spaceranger,119,111,1,0,102,103,0.865546218487395,0.918918918918919,0.08108108108108103,30877.851529652973,0.0,0.9029126213592233
A4_w4,A4,p3,model:gpt6_astra,cellpose_rgb,123,90,0,0,88,91,0.7398373983739838,0.9777777777777777,0.022222222222222254,25036.09583485376,0.0,0.9010989010989011
A4_w4,A4,p3,model:gpt6_astra,stardist_he,123,86,0,0,84,87,0.7073170731707317,0.9767441860465116,0.023255813953488413,23923.380464415815,0.0,0.9770114942528736
A4_w4,A4,p3,model:gpt6_astra,spaceranger,123,111,1,0,101,106,0.8617886178861789,0.9099099099099099,0.09009009009009006,30877.851529652973,0.0,0.9245283018867925
A5_w1,A5,r1,model:gpt6_astra,cellpose_rgb,125,77,0,0,65,65,0.52,0.8441558441558441,0.1558441558441559,1232.8928435335213,0.0,1.0
A5_w1,A5,r1,model:gpt6_astra,stardist_he,125,94,0,0,80,80,0.64,0.851063829787234,0.14893617021276595,1505.08996483313,0.0,1.0
A5_w1,A5,r1,model:gpt6_astra,spaceranger,125,72,0,0,67,67,0.536,0.9305555555555556,0.06944444444444442,1152.8348666806953,0.0,1.0
A5_w2,A5,r2,model:gpt6_astra,cellpose_rgb,80,50,0,0,45,45,0.5625,0.9,0.09999999999999998,800.5797685282606,0.0,1.0
A5_w2,A5,r2,model:gpt6_astra,stardist_he,80,62,0,0,56,57,0.7125,0.9032258064516129,0.09677419354838712,992.7189129750432,0.0,0.9824561403508771
A5_w2,A5,r2,model:gpt6_astra,spaceranger,80,37,0,0,36,37,0.4625,0.972972972972973,0.027027027027026973,592.4290287109129,0.0,0.972972972972973
A5_w3,A5,r3,model:gpt6_astra,cellpose_rgb,77,42,0,0,35,35,0.45454545454545453,0.8333333333333334,0.16666666666666663,672.4870055637389,0.0,1.0
A5_w3,A5,r3,model:gpt6_astra,stardist_he,77,45,0,0,34,34,0.44155844155844154,0.7555555555555555,0.24444444444444446,720.5217916754345,0.0,0.9411764705882353
A5_w3,A5,r3,model:gpt6_astra,spaceranger,77,11,0,0,8,8,0.1038961038961039,0.7272727272727273,0.2727272727272727,176.12754907621735,0.0,0.875
A5_w4,A5,r5,model:gpt6_astra,cellpose_rgb,139,84,0,0,71,72,0.5179856115107914,0.8452380952380952,0.15476190476190477,1344.9740111274778,0.0,1.0
A5_w4,A5,r5,model:gpt6_astra,stardist_he,139,106,0,0,83,84,0.60431654676259,0.7830188679245284,0.21698113207547165,1697.2291092799126,0.0,1.0
A5_w4,A5,r5,model:gpt6_astra,spaceranger,139,82,0,0,73,74,0.5323741007194245,0.8902439024390244,0.1097560975609756,1312.9508203863475,0.0,1.0
A6_w1,A6,r2,model:gpt6_astra,cellpose_rgb,77,29,0,0,27,27,0.35064935064935066,0.9310344827586207,0.06896551724137934,464.03773528836984,0.0,0.8888888888888888
A6_w1,A6,r2,model:gpt6_astra,stardist_he,77,47,0,0,43,43,0.5584415584415584,0.9148936170212766,0.08510638297872342,752.061157191496,0.0,0.9534883720930233
A6_w1,A6,r2,model:gpt6_astra,spaceranger,77,58,0,0,51,51,0.6623376623376623,0.8793103448275862,0.12068965517241381,928.0754705767397,0.0,0.9803921568627451
A6_w2,A6,r3,model:gpt6_astra,cellpose_rgb,70,14,4,0,10,10,0.14285714285714285,0.7142857142857143,0.2857142857142857,224.01821703576476,0.0,0.9
A6_w2,A6,r3,model:gpt6_astra,stardist_he,70,56,0,0,44,44,0.6285714285714286,0.7857142857142857,0.2142857142857143,896.072868143059,0.0,0.9318181818181818
A6_w2,A6,r3,model:gpt6_astra,spaceranger,70,67,1,0,59,59,0.8428571428571429,0.8805970149253731,0.11940298507462688,1072.0871815283028,0.0,0.847457627118644
A6_w3,A6,r4,model:gpt6_astra,cellpose_rgb,77,23,0,0,16,17,0.22077922077922077,0.6956521739130435,0.30434782608695654,368.0299279873278,0.0,0.7647058823529411
A6_w3,A6,r4,model:gpt6_astra,stardist_he,77,66,0,0,48,49,0.6363636363636364,0.7272727272727273,0.2727272727272727,1056.0858803114625,0.0,0.9183673469387755
A6_w3,A6,r4,model:gpt6_astra,spaceranger,77,70,0,0,58,59,0.7662337662337663,0.8285714285714286,0.17142857142857137,1120.0910851788237,0.0,0.864406779661017
A6_w4,A6,r5,model:gpt6_astra,cellpose_rgb,78,58,0,0,42,42,0.5384615384615384,0.7241379310344828,0.27586206896551724,928.0754705767397,0.0,0.8809523809523809
A6_w4,A6,r5,model:gpt6_astra,stardist_he,78,55,0,0,38,38,0.48717948717948717,0.6909090909090909,0.3090909090909091,880.0715669262187,0.0,0.9473684210526315
A6_w4,A6,r5,model:gpt6_astra,spaceranger,78,70,0,0,54,54,0.6923076923076923,0.7714285714285715,0.22857142857142854,1120.0910851788237,0.0,0.8888888888888888
