win_id,target,x_img_px,y_img_px,x_win_px,y_win_px,x_um,y_um
A3_w4,2,532.5318155779933,143.4841165208597,495.53181557799326,106.48411652085969,382.2325067221891,266.1701204790935
A3_w4,3,179.98707939173744,306.2708561184142,142.98707939173744,269.2708561184142,285.74057095600415,310.7250549556511
A3_w4,4,527.995069797334,381.252525519166,490.99506979733405,344.252525519166,380.99079372091035,331.2476317659774
A3_w4,5,409.5278246654542,436.23300820103736,372.5278246654542,399.23300820103736,348.56616037842593,346.29585872498143
A3_w4,6,277.23114425225134,187.276490792045,240.23114425225134,150.276490792045,312.356393281617,278.1561481558519
A3_w4,7,508.1427700060082,252.54225840806836,471.1427700060082,215.54225840806836,375.55719440810253,296.01947048101897
A3_w4,8,105.06217675953971,433.3878744043535,68.06217675953971,396.3878744043535,265.2335312813169,345.51714204202756
A3_w4,9,83.85118626651062,80.54188877614452,46.851186266510624,43.54188877614452,259.42805662204074,248.94275392634216
A3_w4,10,215.01308817257802,59.43475572099614,178.01308817257802,22.434755720996137,295.3272334204272,243.16570517786877
A4_w1,1,60.89047984147504,173.99706732883283,23.89047984147504,136.99706732883283,272.1023971903653,621.7422931056011
A4_w1,2,158.35637947612355,128.99106255922612,121.35637947612355,91.99106255922612,298.7861269098948,609.4207727427898
A4_w1,3,194.66018997364847,232.502534249534,157.66018997364847,195.502534249534,308.7252037638122,637.7596291408588
A4_w1,4,139.09462025393276,191.34467909032298,102.09462025393276,154.34467909032298,293.5127381766637,626.4916360579374
A4_w1,5,102.55734341694202,225.08451902837794,65.55734341694202,188.08451902837794,283.5097440683602,635.7287617917791
A4_w1,6,199.45430571300471,100.45889827141974,162.45430571300471,63.45889827141974,310.0377129502318,601.6093785729013
A4_w1,7,98.84244721502813,119.83609289767274,61.84244721502813,82.83609289767274,282.49269824454325,606.9143706374883
A4_w1,8,213.4032180102153,187.58297417367305,176.4032180102153,150.58297417367305,313.8565768504822,625.4617751767803
A4_w1,9,66.60226917158047,60.155401636830675,29.602269171580474,23.155401636830675,273.66614249278126,590.5752875217679
A4_w1,10,131.4879741789556,66.93521922209986,94.4879741789556,29.93521922209986,291.430228409682,592.4314322931308
A4_w2,1,125.00398882757554,166.34418314915087,88.00398882757554,129.34418314915087,283.9057994608825,509.0420118699008
A4_w2,2,175.73833112064335,101.15453452061816,138.73833112064335,64.15453452061816,297.795595608263,491.19471377861555
A4_w2,3,118.47816082548457,111.00615250388024,81.47816082548457,74.00615250388024,282.1191906955946,493.891840799972
A4_w2,4,211.5170373015102,199.1733922720136,174.5170373015102,162.1733922720136,307.5909120114712,518.0298296238444
A4_w2,5,98.92768532520176,67.2660964414457,61.927685325201764,30.266096441445697,276.76675865430275,481.91690558404383
A4_w2,6,233.10163882443481,152.58299349552544,196.10163882443481,115.58299349552544,313.5002369682042,505.2745417422667
A4_w2,7,78.51266650333827,210.81778986420892,41.51266650333827,173.81778986420892,271.17763623811715,521.2177749386838
A4_w2,8,176.58162948773762,155.12078599503127,139.58162948773762,118.12078599503127,298.0264696450781,505.9693259631573
A4_w2,9,61.29791870083536,112.28682414676416,24.29791870083536,75.28682414676416,266.46466812030627,494.24245671903986
A4_w2,10,147.104318752139,62.943630319163596,110.104318752139,25.943630319163596,289.9563179768973,480.7335222862838
A4_w3,1,218.52011982658945,103.17041887558406,181.52011982658945,66.17041887558406,108.83108323310302,682.5678093710663
A4_w3,2,194.8065678952409,150.0131031285095,157.8065678952409,113.0131031285095,102.33890481174683,695.3921667168429
A4_w3,3,56.57613527214187,173.1443276717386,19.57613527214187,136.1443276717386,64.49486379889223,701.7249184393115
A4_w3,4,140.06923846453537,192.13433809350192,103.06923846453537,155.13433809350192,87.3531907356151,706.92390913621
A4_w3,5,67.02951486651357,223.79265974105675,30.029514866513566,186.79265974105675,67.35673812414291,715.591167134996
A4_w3,6,225.84571233060717,198.48873466109092,188.84571233060717,161.48873466109092,110.83664754990875,708.6635842551577
A4_w3,7,79.48525473662852,63.09467646593396,42.48525473662852,26.094676465933958,70.7668086964845,671.5960717399859
A4_w3,8,132.35540723895892,65.75864859674903,95.35540723895892,28.758648596749026,85.24133635067722,672.3254007933829
A4_w3,9,140.79478766841865,141.2100861524283,103.79478766841865,104.21008615242829,87.55182799159093,692.9821204690096
A4_w3,10,188.0114779503395,57.144309883336035,151.0114779503395,20.144309883336035,100.47857884964814,669.9670099428101
A4_w4,1,235.99250559606747,199.96830300821887,198.99250559606747,162.96830300821887,342.7642873603121,272.3974782615363
A4_w4,2,104.9528557463401,63.957798717808146,67.9528557463401,26.957798717808146,306.88890312604104,235.16119819736457
A4_w4,3,56.166789668038895,166.98665563424842,19.166789668038895,129.98665563424842,293.53249636026675,263.36792672063007
