win_id,archetype,rater,method,n_points,n_obj,tp_obs,f1_obs,precision_obs,tp_null_mean,f1_null_mean,f1_null_sd,precision_null_mean,f1_gain
A1_w4,A1,model:deepseek_flash_nothink,stardist_he,58,38,4,0.08333333333333333,0.10526315789473684,5.85,0.121875,0.03912841660623531,0.1539473684210526,-0.03854166666666667
A1_w4,A1,model:deepseek_flash_think,cellpose_rgb,162,99,31,0.23754789272030652,0.31313131313131315,34.55,0.2647509578544061,0.03145264845285907,0.34898989898989896,-0.02720306513409959
A1_w4,A1,model:deepseek_flash_think,stardist_he,162,38,13,0.13,0.34210526315789475,15.65,0.15650000000000003,0.02779838124783528,0.4118421052631579,-0.026500000000000024
A1_w4,A1,model:gpt6_astra,cellpose_rgb,166,99,84,0.6339622641509434,0.8484848484848485,33.75,0.2547169811320755,0.03649858451246177,0.3409090909090909,0.37924528301886784
A1_w4,A1,model:gpt6_astra,stardist_he,166,38,32,0.3137254901960784,0.8421052631578947,15.45,0.1514705882352941,0.02815535388387133,0.40657894736842104,0.16225490196078432
A2_w1,A2,Luca,cellpose_rgb,145,115,88,0.676923076923077,0.7652173913043478,33.3,0.2561538461538461,0.035258974265741046,0.2895652173913043,0.42076923076923084
A2_w1,A2,Luca,stardist_he,145,31,30,0.3409090909090909,0.967741935483871,9.95,0.11306818181818183,0.026522590947690466,0.32096774193548383,0.22784090909090904
A2_w1,A2,Luca,spaceranger,145,86,64,0.5541125541125541,0.7441860465116279,23.75,0.20562770562770566,0.03144121005699989,0.2761627906976744,0.34848484848484845
A2_w1,A2,model:deepseek_flash_nothink,cellpose_rgb,68,115,17,0.18579234972677597,0.14782608695652175,16.6,0.18142076502732243,0.038855494720505306,0.14434782608695654,0.0043715846994535346
A2_w1,A2,model:deepseek_flash_nothink,stardist_he,68,31,11,0.2222222222222222,0.3548387096774194,5.9,0.11919191919191921,0.03932913602814502,0.1903225806451613,0.103030303030303
A2_w1,A2,model:deepseek_flash_nothink,spaceranger,68,86,16,0.2077922077922078,0.18604651162790697,13.7,0.17792207792207793,0.03810753441849665,0.15930232558139534,0.02987012987012988
A2_w1,A2,model:deepseek_flash_think,cellpose_rgb,139,115,40,0.31496062992125984,0.34782608695652173,30.1,0.23700787401574797,0.028379246127464723,0.26173913043478264,0.07795275590551187
A2_w1,A2,model:deepseek_flash_think,stardist_he,139,31,12,0.1411764705882353,0.3870967741935484,10.45,0.12294117647058825,0.031009542007287536,0.3370967741935484,0.018235294117647044
A2_w1,A2,model:deepseek_flash_think,spaceranger,139,86,24,0.21333333333333335,0.27906976744186046,23.25,0.20666666666666664,0.030388431847060755,0.2703488372093023,0.00666666666666671
A2_w1,A2,model:gpt6_astra,cellpose_rgb,155,115,64,0.4740740740740741,0.5565217391304348,33.95,0.25148148148148153,0.025280321402343,0.2952173913043479,0.22259259259259256
A2_w1,A2,model:gpt6_astra,stardist_he,155,31,26,0.27956989247311825,0.8387096774193549,10.25,0.11021505376344085,0.028827433588074217,0.33064516129032256,0.1693548387096774
A2_w1,A2,model:gpt6_astra,spaceranger,155,86,52,0.4315352697095436,0.6046511627906976,26.3,0.2182572614107884,0.026386909702215185,0.3058139534883721,0.21327800829875518
A2_w2,A2,Luca,cellpose_rgb,135,129,116,0.8787878787878788,0.8992248062015504,43.6,0.3303030303030303,0.035726745825913925,0.33798449612403103,0.5484848484848485
