archetype,roi_id,method,other,cls,n,frac_of_method,od_in_median,od_ring_median,od_tissue_median,frac_nuclear_evidence,area_median
A3,r2,cellpose_rgb,stardist_he,matched,1600,0.5084207181442644,0.03487355010993763,0.008556227269021922,0.006919948849424464,0.993125,28.354334119140887
A3,r2,cellpose_rgb,stardist_he,exclusive,1547,0.49157928185573563,0.024772083255780796,0.00806446449898908,0.006919948849424464,0.9457013574660633,26.219331417963833
A3,r2,stardist_he,cellpose_rgb,matched,1600,0.9302325581395349,0.03423794113524456,0.009074068349824275,0.006919948849424464,0.99125,28.54161505784063
A3,r2,stardist_he,cellpose_rgb,exclusive,120,0.06976744186046512,0.04751137048846836,0.017115413565764123,0.006919948849424464,0.9666666666666667,26.14441904248394
A3,r2,cellpose_rgb,spaceranger,matched,2228,0.7079758500158881,0.031483412910779864,0.008190418390677023,0.006919948849424464,0.9887791741472173,27.043367548242696
A3,r2,cellpose_rgb,spaceranger,exclusive,919,0.29202414998411186,0.024787331081633893,0.008529126571848232,0.006919948849424464,0.9238302502720348,30.264599693878253
A3,r2,spaceranger,cellpose_rgb,matched,2228,0.6237402015677491,0.02764760920321596,0.008338326388968923,0.006919948849424464,0.9824955116696589,31.4631977015566
A3,r2,spaceranger,cellpose_rgb,exclusive,1344,0.3762597984322508,0.026870118987243917,0.009656214254912473,0.006919948849424464,0.9657738095238095,18.87791862093396
A3,r2,stardist_he,spaceranger,matched,1575,0.9156976744186046,0.03456328202574591,0.009194117032218266,0.006919948849424464,0.9923809523809524,28.167053180441147
A3,r2,stardist_he,spaceranger,exclusive,145,0.08430232558139535,0.038398488124864294,0.014275510391922645,0.006919948849424464,0.9586206896551724,32.886532835674636
A3,r2,spaceranger,stardist_he,matched,1575,0.4409294512877939,0.03058506227642687,0.008619502996360474,0.006919948849424464,0.9892063492063492,31.987584329915876
A3,r2,spaceranger,stardist_he,exclusive,1997,0.5590705487122061,0.024984215544364995,0.00888818169612993,0.006919948849424464,0.9659489233850777,20.525990881491687
A3,r3,cellpose_rgb,stardist_he,matched,2491,0.5782265552460538,0.031478662731142415,0.009309597539032842,0.010674953284110604,0.9662786029706945,31.01372344867722
A3,r3,cellpose_rgb,stardist_he,exclusive,1817,0.4217734447539461,0.02573797500968614,0.012304035148497915,0.010674953284110604,0.7963676389653275,31.68793482799629
A3,r3,stardist_he,cellpose_rgb,matched,2491,0.9158088235294117,0.031234968175244234,0.009687873741889785,0.010674953284110604,0.9458048976314734,31.388285326076705
A3,r3,stardist_he,cellpose_rgb,exclusive,229,0.08419117647058824,0.03293043788265903,0.01604837779661064,0.010674953284110604,0.8471615720524017,35.583378352950916
A3,r3,cellpose_rgb,spaceranger,matched,3011,0.6989322191272052,0.030677046240250343,0.00960018622009438,0.010674953284110604,0.9518432414480239,30.33951206935815
