archetype,roi_id,method,scale,um_per_px,n_all,n_keep,frac_small,frac_large,frac_out_tissue,frac_bubble,tissue_frac,bubble_frac,tissue_mm2,density_per_mm2,area_median,area_q25,area_q75,area_mean,area_cv,eq_diam_median,ecc_median,ecc_q75,major_minor_median,nn_median_um,nuclear_area_fraction
A5,r4,cellpose_hed,1,0.2740235311137736,474,469,0.004219409282700422,0.0,0.006329113924050633,0.0,0.7483612746229609,0.0,0.7482293668453108,626.8131415068626,78.69316259305619,39.34658129652809,138.68919018070113,92.04281548082214,0.6839705357805406,10.009757565183733,0.6021039238742921,0.7451870802056996,1.2524772029715787,20.066639442348247,0.05769364632467061
A5,r5,cellpose_hed,1,0.2740235311137736,1100,955,0.13090909090909092,0.0009090909090909091,0.0,0.0,0.8692229820714066,0.0,0.869069770947668,1098.8760993937578,59.170049736000266,19.410479513649832,105.49989832370605,66.40743986549454,0.7653462554066983,8.679726216178821,0.57756190676968,0.7051798716305399,1.2249694498417707,14.245279782734904,0.07297354849012017
A6,r1,cellpose_hed,1,0.2738114292042152,645,599,0.04186046511627907,0.021705426356589147,0.0031007751937984496,0.006201550387596899,0.9362956155999084,0.012511261815158672,0.9237092321592208,648.4724620536754,26.090499169473524,17.01880261916807,40.22285288627168,35.00962189708795,1.187046218124061,5.763632126051559,0.9046508416120647,0.95078978398912,2.3465719852579094,14.777695593247476,0.02270277570717289
A6,r2,cellpose_hed,1,0.2738114292042152,480,470,0.004166666666666667,0.010416666666666666,0.0,0.008333333333333333,0.9145313705284146,0.014437916957084537,0.9000202584765191,522.2104675683386,21.62962359308365,15.350660071694552,33.025473805037606,30.890506570480053,1.2299289401596532,5.247809636077638,0.865907179431739,0.9325231647460182,1.999192243147128,15.952879374870138,0.016131345879593223
A6,r3,cellpose_hed,1,0.2738114292042152,394,384,0.007614213197969543,0.012690355329949238,0.0,0.005076142131979695,0.9812385057505737,0.015107327647741219,0.966052612857301,397.49387858311394,16.15661658339524,10.796068621851113,24.084979477567153,27.048743975536265,1.751464947523161,4.535550182499502,0.7785196985882792,0.8764113392930191,1.5933204524763442,14.034828703381404,0.010751710153637547
A6,r4,cellpose_hed,1,0.2738114292042152,772,756,0.0051813471502590676,0.009067357512953367,0.0,0.006476683937823834,0.9486245289832036,0.016581710692216242,0.9319670250917568,811.1874987482181,17.39366611298235,12.220549898345357,26.03426964540138,22.93738150126589,1.22456611292432,4.705985924646298,0.7741660729335447,0.8685714552953108,1.5798224297343726,13.185022233193923,0.018606517127845525
A6,r5,cellpose_hed,1,0.2738114292042152,480,460,0.0,0.025,0.0,0.01875,0.9249924121458452,0.015430036385710121,0.9094884106578824,505.77884732721003,23.691372809062166,16.19410293277667,39.84798939245741,53.69039434599661,1.5041919094619518,5.492248422054607,0.8162938198204123,0.9107253487861413,1.7312206329818656,16.411858529777106,0.027155465764861518
A1,r1,cellpose_rgb,1,0.2737612671531527,9064,8739,0.03585613415710503,0.0,0.0,0.0,0.798736517312904,0.000508656152040203,0.7983075405148786,10946.908999962183,12.590798874074373,9.14331822998258,17.012567526279064,13.87611087886204,0.4829384893240418,4.003885990669372,0.7873924291244989,0.8780303630969343,1.6221861166589264,4.555255322068832,0.15190052306428803
A1,r2,cellpose_rgb,1,0.2737612671531527,7252,7004,0.03419746276889134,0.0,0.0,0.0,0.6823430333901572,0.0,0.6824111450845273,10263.607284919775,12.890579799647572,9.36815392416248,17.61212937742546,14.369025363775135,0.559714020875427,4.05127090620654,0.7970063091255968,0.8809212182304459,1.655708693658525,4.649954110554809,0.14747803340083948
A1,r3,cellpose_rgb,1,0.2737612671531527,8709,8506,0.02330922034676771,0.0,0.0,0.0,0.8101476902332021,0.00015595589567270375,0.810072587965033,10500.293586489268,12.928052415344222,9.518044386949079,17.836965071605363,14.507356201035739,0.5034575770754528,4.057150847321022,0.7953457695373676,0.8790388027120656,1.6497403095272496,4.655849676127877,0.1523314992746509
A1,r4,cellpose_rgb,1,0.2737612671531527,6964,6763,0.02871912693854107,0.0,0.00014359563469270534,0.0,0.6388109442649619,0.0,0.6388747105726207,10585.800139026245,13.340251188007372,9.44309915555578,19.036088773898157,15.124874121508952,0.5256042166431311,4.121326891823945,0.8117010909536919,0.8959728277292017,1.7121145780863798,4.752507997030486,0.16010889457822391
A1,r5,cellpose_rgb,1,0.2737612671531527,7822,7675,0.018409613909486065,0.0,0.000383533623114293,0.0,0.7230763140183956,0.0,0.7231484917215399,10613.311218735671,13.714977344973871,9.892770543915578,19.036088773898157,15.304265433657637,0.494102231583536,4.178809819885036,0.8170980997559221,0.8971464543468338,1.7346094342221126,4.773345569571229,0.16242893202154715
A2,r1,cellpose_rgb,1,0.2737012522439323,6596,6546,0.007580351728320194,0.0,0.0,0.0,0.7442095375427829,0.0,0.744364900432271,8794.073976618964,28.279421743660993,18.447172461924556,43.37426540286017,34.12035545253831,0.6683124765453766,6.0005384987218715,0.8010770983216386,0.8892211885896426,1.670673071334924,6.133892542834454,0.30005692995815614
A2,r2,cellpose_rgb,1,0.2737012522439323,6858,6844,0.002041411490230388,0.0,0.0,0.0,0.8614607788917295,0.0,0.8616406194192121,7942.986722948589,28.391790306880836,19.252480498333444,41.87601789326224,33.66858125813046,0.6239024377617,6.012449597672247,0.7927279662857891,0.8820782286455919,1.6404857311261885,6.34075558862123,0.26742909391384595
A2,r3,cellpose_rgb,1,0.2737012522439323,5425,5409,0.0027649769585253456,0.0,0.00018433179723502304,0.00018433179723502304,0.6844808288216092,0.0,0.6846237226089101,7900.690293622618,31.088635824157116,20.525990881491687,47.119884176855,36.66210825011373,0.6113919007046409,6.291524499132708,0.8054010511662119,0.8955441335427332,1.68710809602875,6.3250507375015745,0.2896559627954152
A2,r4,cellpose_rgb,1,0.2737012522439323,7468,7465,0.0004017139796464917,0.0,0.0,0.0,0.9708722373312827,0.0,0.9710749188457035,7687.357437748974,32.287233831835465,23.073011647808173,46.670409923975626,37.80400594947723,0.5774482906529801,6.4116599180558485,0.7507050896969092,0.8503532195285052,1.5136894948469755,6.0252531857221125,0.29061290631242026
A2,r5,cellpose_rgb,1,0.2737012522439323,6463,6457,0.0007736345350456444,0.0,0.0,0.00015472690700912888,0.9750422580494236,0.0002819202729468106,0.9749638309796617,6622.8097851710945,32.287233831835465,22.473712643969,47.344621303294694,37.971710646011395,0.5885787807440547,6.4116599180558485,0.7461738021824449,0.8506735351805567,1.5020626381084556,6.614681337713086,0.2514794168260897
A3,r1,cellpose_rgb,1,0.2737012522439323,4175,4165,0.0023952095808383233,0.0,0.0,0.0,0.9964550025252858,0.0,0.9966630247564284,4178.945036129811,33.560744214993704,22.548625019448895,48.618131686452934,38.79185830789853,0.5918287359773738,6.536885090413616,0.8136727577130176,0.8992525734530467,1.7202135212483005,8.030249764954984,0.16210904371804355
A3,r2,cellpose_rgb,1,0.2737012522439323,3147,3126,0.006355258976803305,0.0,0.0,0.00031776294884016526,0.9923629597549813,0.001008914678928799,0.9915610024196218,3152.604824485724,27.717578927561767,18.671909588364244,40.90215701202358,32.596732657594536,0.628205534772816,5.9406327587968,0.8709873310676974,0.9365126579346177,2.0353936530337435,8.534572600966086,0.10276461663880387
A3,r3,cellpose_rgb,1,0.2737012522439323,4308,4299,0.0020891364902506965,0.0,0.0,0.0,0.9994541543651455,0.0,0.9996628027061031,4300.450100136305,31.313372950596808,21.499851762730344,47.1947965523349,38.28491133917442,0.6562060221124558,6.314223999807121,0.8167086308879657,0.9037959770577494,1.7329512779083804,7.838003436993248,0.1646423508022622
